Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Cluster
Sam Merrill,27.0,SG,61.0,1.0,17.5,2.6,6.4,0.402,2.3,5.8,0.404,0.2,0.6,0.385,0.584,0.4,0.5,0.929,0.4,1.6,2.0,1.8,0.3,0.1,0.3,1.2,8.0,13.1,0.598,0.901,0.071,2.3,10.2,6.3,14.1,0.9,0.3,4.5,17.5,1.9,0.9,2.8,0.125,1.3,-0.8,0.5,0.7,19
Derrick Rose,35.0,PG,24.0,7.0,16.6,3.2,6.9,0.461,0.6,1.7,0.366,2.5,5.2,0.492,0.506,1.0,1.1,0.889,0.3,1.6,1.9,3.3,0.3,0.1,1.3,0.9,8.0,13.1,0.54,0.248,0.164,1.8,10.9,6.2,32.3,1.0,0.5,14.9,22.3,0.1,0.3,0.4,0.046,-1.3,-1.5,-2.8,-0.1,4
Dario Šarić,29.0,C,64.0,9.0,17.2,2.8,6.1,0.466,1.2,3.1,0.376,1.7,3.0,0.56,0.562,1.2,1.5,0.849,1.1,3.3,4.4,2.3,0.5,0.2,1.2,1.8,8.0,15.3,0.6,0.508,0.24,7.3,20.4,13.9,17.8,1.4,0.8,15.4,19.5,1.6,1.2,2.8,0.123,0.6,0.4,1.0,0.9,3
Trayce Jackson-Davis,23.0,PF,68.0,16.0,16.6,3.4,4.9,0.702,0.0,0.0,0.0,3.4,4.9,0.704,0.702,1.1,1.9,0.561,2.0,3.0,5.0,1.2,0.4,1.1,0.7,1.6,7.9,21.6,0.692,0.003,0.398,13.1,19.4,16.3,10.4,1.2,6.1,11.2,16.4,3.2,1.6,4.8,0.205,1.5,1.2,2.8,1.4,13
Dante Exum,28.0,PG,55.0,17.0,19.8,2.9,5.5,0.533,1.0,2.0,0.491,2.0,3.5,0.557,0.621,1.0,1.2,0.779,0.5,2.3,2.7,2.9,0.4,0.1,0.9,1.5,7.8,13.7,0.645,0.358,0.225,2.5,12.4,7.5,19.3,1.0,0.4,12.9,15.0,2.1,0.8,2.9,0.127,-0.3,-0.3,-0.6,0.4,8
Markelle Fultz,25.0,PG,43.0,18.0,21.2,3.6,7.6,0.472,0.1,0.4,0.222,3.5,7.2,0.487,0.479,0.5,0.8,0.697,1.3,1.9,3.2,2.8,1.0,0.3,1.2,1.5,7.8,12.6,0.492,0.055,0.101,7.2,10.7,8.9,19.7,2.3,1.5,12.8,18.8,0.0,1.3,1.3,0.069,-2.6,1.2,-1.4,0.1,23
Isaiah Hartenstein,25.0,C,75.0,49.0,25.3,3.1,4.9,0.644,0.0,0.0,0.333,3.1,4.8,0.646,0.645,1.5,2.1,0.707,3.3,5.1,8.3,2.5,1.2,1.1,1.2,2.8,7.8,18.9,0.67,0.008,0.43,14.4,22.7,18.5,13.5,2.3,4.2,17.6,12.0,4.6,3.5,8.1,0.204,0.7,2.8,3.5,2.6,13
Jordan Hawkins,21.0,SG,67.0,10.0,17.3,2.6,6.8,0.382,1.6,4.4,0.366,1.0,2.4,0.411,0.501,1.0,1.2,0.838,0.4,1.8,2.2,1.0,0.3,0.1,0.6,1.1,7.8,10.2,0.533,0.654,0.175,2.8,11.3,7.1,8.2,0.8,0.6,7.5,19.9,0.3,1.0,1.3,0.053,-1.3,-1.7,-3.1,-0.3,7
RaiQuan Gray,24.0,PF,3.0,0.0,13.0,3.3,5.7,0.588,1.0,2.3,0.429,2.3,3.3,0.7,0.676,0.0,0.0,,0.7,1.7,2.3,2.0,0.3,0.3,0.3,0.0,7.7,22.7,0.676,0.412,0.0,5.5,14.0,9.7,25.2,1.2,2.1,5.6,19.5,0.1,0.0,0.2,0.187,5.6,1.8,7.4,0.1,24
Nikola Jović,20.0,PF,46.0,38.0,19.5,2.8,6.1,0.452,1.4,3.5,0.399,1.3,2.6,0.525,0.568,0.7,1.0,0.702,0.5,3.6,4.2,2.0,0.5,0.3,0.9,1.8,7.7,12.8,0.583,0.58,0.167,3.1,21.3,12.1,14.7,1.4,1.5,12.2,17.1,0.6,1.3,1.9,0.103,-0.9,1.3,0.3,0.5,3
Toumani Camara,23.0,PF,70.0,49.0,24.8,2.8,6.3,0.45,0.8,2.5,0.337,2.0,3.8,0.523,0.516,1.1,1.4,0.758,2.0,2.9,4.9,1.2,0.9,0.5,1.2,2.5,7.5,10.6,0.547,0.393,0.226,8.4,14.0,11.0,7.2,1.9,1.7,14.9,13.8,0.6,1.4,2.0,0.055,-3.1,0.0,-3.1,-0.5,15
Cody Martin,28.0,SF,28.0,22.0,26.9,2.9,7.7,0.381,1.0,3.1,0.314,2.0,4.6,0.426,0.444,0.7,1.2,0.606,0.7,3.2,3.9,3.7,1.1,0.6,1.6,1.7,7.5,9.2,0.46,0.4,0.153,2.8,13.9,8.1,19.1,2.1,2.2,16.1,16.1,-0.7,0.5,-0.2,-0.012,-4.1,0.6,-3.5,-0.3,7
Brice Sensabaugh,20.0,SF,32.0,11.0,18.3,2.7,6.8,0.39,1.1,3.6,0.296,1.6,3.2,0.495,0.468,1.2,1.3,0.902,0.5,2.7,3.2,1.7,0.4,0.2,1.5,1.3,7.5,8.6,0.511,0.528,0.188,3.0,16.1,9.6,13.0,1.1,0.9,16.6,20.3,-0.5,0.2,-0.3,-0.024,-3.3,-2.1,-5.5,-0.5,7
Christian Braun,22.0,SG,82.0,4.0,20.2,2.7,5.9,0.46,0.8,2.0,0.384,1.9,3.9,0.498,0.525,1.1,1.6,0.694,1.0,2.8,3.7,1.6,0.5,0.4,0.7,1.7,7.3,12.1,0.554,0.34,0.277,5.4,14.8,10.2,10.2,1.3,1.8,9.2,15.7,1.5,2.0,3.4,0.1,-1.7,-0.2,-1.9,0.0,3
Jaden Hardy,21.0,SG,73.0,7.0,13.5,2.7,6.6,0.407,1.1,3.1,0.362,1.6,3.5,0.447,0.492,0.8,1.0,0.776,0.3,1.5,1.8,1.5,0.3,0.1,0.8,1.1,7.3,11.2,0.517,0.468,0.159,2.2,12.2,7.2,15.7,1.1,0.4,10.8,24.9,-0.4,0.7,0.3,0.014,-2.0,-2.1,-4.1,-0.5,7
Taylor Hendricks,20.0,PF,40.0,23.0,21.4,2.7,6.0,0.45,1.3,3.5,0.379,1.4,2.5,0.55,0.56,0.6,0.7,0.793,1.2,3.5,4.6,0.8,0.7,0.8,0.7,1.9,7.3,11.8,0.578,0.583,0.121,6.0,17.7,11.9,5.0,1.6,3.1,9.7,13.7,0.7,0.6,1.2,0.07,-1.3,-0.4,-1.6,0.1,3
Paul Reed,24.0,C,82.0,24.0,19.4,3.2,5.9,0.54,0.3,0.7,0.368,2.9,5.2,0.563,0.561,0.7,1.0,0.718,2.4,3.6,6.0,1.3,0.8,1.0,0.8,2.4,7.3,17.4,0.58,0.119,0.177,13.2,20.9,16.9,9.8,2.1,4.8,11.5,15.9,2.5,2.6,5.1,0.154,-0.6,1.0,0.4,0.9,17
Johnny Juzang,22.0,SG,20.0,5.0,18.6,2.6,5.5,0.464,1.6,3.9,0.416,1.0,1.7,0.576,0.609,0.5,0.7,0.714,0.4,1.5,1.8,1.2,0.2,0.1,0.7,1.5,7.2,9.6,0.62,0.7,0.127,2.1,8.5,5.3,8.4,0.5,0.5,10.1,14.5,0.4,0.0,0.4,0.047,-1.5,-2.2,-3.7,-0.2,19
Kevin Knox,24.0,SF,31.0,11.0,18.1,2.8,6.0,0.462,1.0,3.0,0.33,1.8,3.0,0.598,0.546,0.6,0.7,0.909,0.6,1.8,2.4,0.7,0.4,0.2,0.7,1.6,7.2,9.9,0.57,0.505,0.118,3.5,11.5,7.5,5.9,1.1,1.1,10.1,16.6,0.1,0.2,0.4,0.033,-2.8,-1.8,-4.6,-0.4,22
Trey Lyles,28.0,PF,58.0,0.0,20.0,2.5,5.5,0.445,1.4,3.8,0.384,1.0,1.8,0.578,0.576,0.8,1.2,0.7,1.1,3.4,4.4,1.2,0.3,0.3,0.7,1.5,7.2,11.9,0.596,0.682,0.218,5.8,19.4,12.4,8.1,0.7,1.5,9.7,14.4,1.3,1.0,2.4,0.098,-0.4,-0.7,-1.1,0.3,2
Jose Alvarado,25.0,PG,56.0,0.0,18.4,2.5,6.2,0.412,1.4,3.7,0.377,1.1,2.5,0.464,0.525,0.6,0.9,0.673,0.4,1.8,2.3,2.1,1.1,0.3,0.7,1.6,7.1,12.5,0.54,0.6,0.151,2.7,11.0,6.9,15.3,2.8,1.4,9.8,17.3,0.6,1.5,2.1,0.097,-1.5,1.5,-0.1,0.5,2
Naji Marshall,26.0,SF,66.0,1.0,19.0,2.6,5.6,0.463,0.9,2.3,0.387,1.7,3.3,0.516,0.542,1.0,1.3,0.791,0.8,2.8,3.6,1.9,0.7,0.2,1.0,1.4,7.1,12.7,0.576,0.409,0.234,4.8,16.4,10.6,13.6,1.9,0.9,13.8,16.3,1.0,1.6,2.6,0.1,-1.3,0.5,-0.7,0.4,3
Landry Shamet,26.0,SG,46.0,5.0,15.8,2.6,6.0,0.431,1.2,3.4,0.338,1.4,2.5,0.556,0.527,0.8,1.0,0.826,0.3,1.0,1.3,1.2,0.5,0.2,0.7,1.7,7.1,10.5,0.556,0.573,0.168,2.3,6.9,4.6,10.2,1.6,1.1,9.3,18.8,0.1,0.2,0.3,0.022,-2.7,-1.3,-4.0,-0.4,22
James Wiseman,22.0,C,63.0,6.0,17.3,3.0,4.8,0.613,0.0,0.0,0.0,3.0,4.8,0.617,0.613,1.1,1.6,0.706,1.7,3.6,5.3,0.9,0.2,0.6,1.0,2.2,7.1,14.8,0.637,0.007,0.334,11.0,23.5,17.2,7.3,0.5,3.1,15.9,16.3,1.3,0.8,2.1,0.094,-2.6,-0.9,-3.5,-0.4,25
Javon Freeman-Liberty,24.0,PG,22.0,6.0,18.3,2.5,5.6,0.444,0.5,1.9,0.238,2.0,3.7,0.549,0.484,1.5,1.6,0.917,0.7,2.5,3.2,1.8,0.5,0.2,1.1,1.3,7.0,10.7,0.547,0.339,0.29,4.3,15.1,9.6,13.4,1.2,0.9,15.2,17.5,0.1,0.2,0.2,0.029,-3.1,-2.0,-5.2,-0.3,7
Gary Harris,29.0,SG,54.0,27.0,24.0,2.4,5.5,0.441,1.4,3.8,0.371,1.0,1.7,0.598,0.569,0.6,0.8,0.756,0.4,1.2,1.7,1.6,0.9,0.3,0.6,1.7,6.9,9.4,0.587,0.69,0.152,2.2,6.1,4.1,9.1,1.9,1.0,8.9,11.7,1.1,1.5,2.7,0.099,-2.3,1.1,-1.2,0.3,2
Killian Hayes,22.0,PG,42.0,31.0,24.0,2.8,6.7,0.413,0.5,1.8,0.297,2.3,5.0,0.455,0.452,0.8,1.2,0.66,0.3,2.6,2.8,4.9,0.9,0.5,1.2,1.8,6.9,10.5,0.474,0.261,0.177,1.2,12.2,6.6,27.8,1.7,1.7,14.3,15.1,0.0,0.7,0.7,0.032,-2.9,0.2,-2.7,-0.2,7
Bones Hyland,23.0,PG,37.0,5.0,14.6,2.6,6.8,0.386,1.2,3.6,0.326,1.4,3.1,0.457,0.474,0.5,0.6,0.783,0.1,1.4,1.5,2.5,0.7,0.1,1.2,1.4,6.9,10.8,0.49,0.538,0.092,1.1,10.1,5.7,24.5,2.4,0.7,14.4,24.8,-0.5,0.5,0.0,0.003,-2.8,-0.8,-3.6,-0.2,22
Mãozinha Pereira,23.0,SF,7.0,1.0,17.4,2.6,5.0,0.514,0.7,1.9,0.385,1.9,3.1,0.591,0.586,1.0,1.4,0.7,1.6,3.7,5.3,0.3,0.9,0.6,0.7,1.4,6.9,15.7,0.609,0.371,0.286,9.5,24.3,16.6,2.5,2.4,3.1,11.3,15.6,0.1,0.2,0.3,0.123,-1.2,0.7,-0.5,0.0,17
Trendon Watford,23.0,PF,63.0,2.0,13.6,2.6,4.9,0.527,0.4,1.1,0.397,2.2,3.9,0.564,0.571,1.2,1.5,0.794,0.8,2.3,3.1,1.3,0.4,0.3,1.0,1.7,6.9,15.7,0.611,0.219,0.312,6.5,18.7,12.4,14.6,1.3,2.0,15.1,21.1,0.9,0.9,1.8,0.1,-0.9,0.4,-0.5,0.3,17
Aaron Wiggins,25.0,SG,78.0,4.0,15.7,2.7,4.8,0.562,0.8,1.6,0.492,1.9,3.2,0.598,0.645,0.7,0.9,0.789,0.8,1.6,2.4,1.1,0.7,0.2,0.7,1.2,6.9,15.6,0.664,0.334,0.188,5.7,11.0,8.4,9.3,2.2,1.4,12.1,16.4,2.1,1.6,3.7,0.144,0.4,0.4,0.7,0.8,3
Christian Wood,28.0,PF,50.0,1.0,17.4,2.5,5.3,0.466,0.7,2.3,0.307,1.8,3.0,0.587,0.532,1.3,1.9,0.702,0.8,4.3,5.1,1.0,0.3,0.7,1.0,1.4,6.9,12.3,0.568,0.432,0.356,5.2,26.1,16.2,7.4,0.9,3.3,14.1,17.6,0.0,1.1,1.2,0.064,-2.6,-0.2,-2.8,-0.2,17
Julian Champagnie,22.0,SF,74.0,59.0,19.8,2.2,5.4,0.408,1.4,3.7,0.365,0.9,1.7,0.504,0.534,1.0,1.2,0.815,0.6,2.2,2.8,1.4,0.6,0.6,0.8,1.0,6.8,10.6,0.57,0.689,0.229,3.1,12.2,7.6,9.3,1.6,2.4,11.4,14.4,0.6,1.3,1.8,0.059,-1.8,-0.1,-1.9,0.0,3
Jonathan Isaac,26.0,PF,58.0,2.0,15.8,2.5,4.9,0.51,0.7,1.9,0.375,1.8,3.0,0.598,0.584,1.0,1.4,0.72,1.3,3.2,4.5,0.5,0.7,1.2,0.5,1.1,6.8,19.2,0.61,0.392,0.287,9.3,24.2,16.7,4.8,2.3,7.1,7.7,16.7,1.5,2.1,3.6,0.188,1.4,2.4,3.8,1.4,17
Cedi Osman,28.0,SF,72.0,3.0,17.6,2.6,5.3,0.479,1.2,3.1,0.389,1.4,2.3,0.601,0.591,0.5,0.7,0.673,0.3,2.2,2.5,1.7,0.5,0.2,0.7,1.5,6.8,11.2,0.601,0.576,0.135,2.1,13.3,7.7,13.0,1.3,0.7,10.4,15.1,1.0,0.9,1.9,0.071,-1.7,-0.3,-2.1,0.0,2
Day'Ron Sharpe,22.0,C,61.0,1.0,15.1,2.8,4.8,0.571,0.1,0.2,0.267,2.7,4.6,0.588,0.578,1.2,2.0,0.61,2.6,3.7,6.4,1.4,0.4,0.7,1.1,2.1,6.8,20.0,0.596,0.051,0.418,18.6,27.9,23.1,14.0,1.3,4.3,16.7,19.7,1.6,1.3,2.9,0.152,-0.4,0.4,0.0,0.5,17
Cason Wallace,20.0,SG,82.0,13.0,20.6,2.6,5.4,0.491,1.2,2.9,0.419,1.5,2.5,0.572,0.602,0.4,0.5,0.784,0.6,1.6,2.3,1.5,0.9,0.5,0.5,1.6,6.8,12.0,0.612,0.529,0.084,3.6,8.6,6.2,8.9,2.2,2.0,8.9,12.9,1.9,2.1,4.0,0.115,-0.9,1.0,0.1,0.9,3
Robert Williams,26.0,C,6.0,0.0,19.8,2.8,4.3,0.654,0.0,0.0,,2.8,4.3,0.654,0.654,1.2,1.5,0.778,1.8,4.5,6.3,0.8,1.2,1.2,1.2,2.8,6.8,17.2,0.684,0.0,0.346,9.8,27.0,17.9,6.3,2.9,5.3,18.9,13.2,0.2,0.2,0.4,0.144,-2.2,2.9,0.7,0.1,25
Jahmi'us Ramsey,22.0,SG,7.0,1.0,17.3,2.6,5.9,0.439,0.9,3.1,0.273,1.7,2.7,0.632,0.512,0.7,0.9,0.833,0.6,2.6,3.1,1.1,1.0,0.0,1.0,1.4,6.7,10.6,0.538,0.537,0.146,3.6,16.7,10.0,9.1,2.8,0.0,13.8,17.9,-0.1,0.1,0.1,0.021,-3.9,-0.5,-4.4,-0.1,7
Peyton Watson,21.0,SF,80.0,4.0,18.6,2.6,5.6,0.465,0.6,1.9,0.296,2.0,3.7,0.553,0.516,0.9,1.3,0.67,0.7,2.5,3.2,1.1,0.5,1.1,0.7,1.8,6.7,11.8,0.539,0.34,0.237,4.3,14.6,9.6,7.4,1.4,5.0,10.5,16.2,0.3,2.2,2.5,0.079,-3.0,0.8,-2.2,-0.1,3
Amir Coffey,26.0,SF,70.0,13.0,20.9,2.4,5.0,0.472,1.0,2.6,0.38,1.4,2.4,0.571,0.571,0.9,1.0,0.859,0.4,1.7,2.1,1.1,0.6,0.2,0.5,1.5,6.6,10.0,0.604,0.523,0.202,2.3,8.9,5.7,6.8,1.4,0.9,7.9,12.5,1.6,1.0,2.6,0.084,-1.9,-0.3,-2.2,-0.1,2
Aaron Holiday,27.0,PG,78.0,1.0,16.3,2.4,5.3,0.446,1.1,2.8,0.387,1.3,2.6,0.51,0.547,0.7,0.8,0.921,0.3,1.3,1.6,1.8,0.5,0.1,0.7,1.6,6.6,11.5,0.578,0.52,0.151,1.9,8.5,5.2,15.4,1.6,0.4,10.6,16.7,1.3,1.2,2.5,0.094,-1.8,0.3,-1.5,0.2,2
Dennis Smith Jr.,26.0,PG,56.0,2.0,18.9,2.6,6.0,0.435,0.6,1.9,0.294,2.1,4.1,0.502,0.482,0.8,1.0,0.741,0.9,2.0,2.9,3.6,1.2,0.2,1.2,2.2,6.6,13.4,0.508,0.322,0.172,5.0,12.1,8.5,27.3,3.2,1.0,15.8,17.7,0.5,1.3,1.8,0.08,-2.6,1.8,-0.8,0.3,23
David Duke Jr.,24.0,SG,4.0,0.0,12.8,2.5,4.5,0.556,0.8,1.5,0.5,1.8,3.0,0.583,0.639,0.8,0.8,1.0,0.5,2.0,2.5,1.3,0.5,0.0,0.8,1.0,6.5,16.2,0.673,0.333,0.167,4.2,17.1,10.6,14.6,1.9,0.0,13.4,18.5,0.1,0.0,0.1,0.119,-0.1,1.4,1.4,0.0,24
Jeff Green,37.0,PF,78.0,6.0,16.8,2.1,4.7,0.456,0.7,2.1,0.331,1.5,2.6,0.553,0.529,1.6,1.9,0.819,0.6,1.7,2.3,0.9,0.2,0.4,0.6,1.3,6.5,11.3,0.59,0.437,0.407,3.7,10.9,7.3,7.3,0.6,2.2,9.6,15.5,1.4,1.2,2.6,0.095,-1.6,-0.4,-2.1,0.0,2
Isaiah Jackson,22.0,C,59.0,3.0,13.1,2.6,3.9,0.665,0.0,0.1,0.0,2.6,3.9,0.677,0.665,1.2,1.7,0.716,1.6,2.4,4.0,0.8,0.6,1.0,0.7,2.3,6.5,21.5,0.689,0.017,0.438,13.8,21.2,17.5,8.3,2.1,6.3,12.3,17.2,2.2,1.1,3.3,0.204,0.3,1.4,1.7,0.7,25
Kyle Anderson,30.0,PF,79.0,10.0,22.6,2.5,5.5,0.46,0.1,0.6,0.229,2.4,4.9,0.488,0.472,1.2,1.7,0.708,0.8,2.7,3.5,4.2,0.9,0.6,1.2,1.6,6.4,12.7,0.513,0.111,0.316,4.0,13.0,8.7,25.0,2.0,2.3,15.6,14.5,1.4,3.1,4.5,0.121,-1.6,2.7,1.1,1.4,23
Chris Boucher,31.0,PF,50.0,0.0,14.1,2.2,4.3,0.507,0.6,1.9,0.33,1.6,2.5,0.642,0.578,1.4,1.8,0.772,1.2,2.9,4.1,0.5,0.3,0.5,0.6,1.4,6.4,16.0,0.625,0.433,0.424,9.5,23.1,16.1,4.5,1.0,3.0,9.8,17.3,1.2,0.6,1.7,0.119,-0.3,-1.4,-1.7,0.1,17
Jared Butler,23.0,SG,40.0,0.0,14.2,2.5,5.0,0.488,0.6,2.0,0.308,1.9,3.1,0.602,0.547,0.8,0.9,0.861,0.2,1.2,1.5,3.2,0.7,0.2,1.3,1.5,6.3,14.1,0.579,0.388,0.179,1.7,9.5,5.5,30.9,2.4,1.2,18.7,19.9,0.3,0.3,0.6,0.054,-1.5,-0.5,-2.1,0.0,4
Bruno Fernando,25.0,C,45.0,2.0,15.2,2.4,4.2,0.583,0.0,0.1,0.0,2.4,4.1,0.596,0.583,1.4,2.1,0.667,1.3,3.0,4.3,1.0,0.6,0.6,1.0,2.4,6.3,15.2,0.615,0.021,0.513,9.1,22.2,15.4,9.3,1.8,3.7,16.1,16.7,0.8,0.7,1.5,0.103,-3.1,0.9,-2.3,-0.1,25
Jae Crowder,33.0,PF,50.0,25.0,23.1,2.3,5.4,0.422,1.2,3.3,0.349,1.1,2.1,0.538,0.53,0.5,0.7,0.722,0.6,2.6,3.2,1.3,0.8,0.2,0.5,1.5,6.2,8.9,0.546,0.615,0.133,3.0,12.1,7.6,7.2,1.6,0.7,7.4,11.5,0.6,1.0,1.6,0.065,-2.6,0.0,-2.6,-0.2,2
Keon Johnson,21.0,SG,5.0,0.0,12.2,1.6,4.2,0.381,0.8,2.0,0.4,0.8,2.2,0.364,0.476,2.2,2.4,0.917,0.6,0.8,1.4,0.6,0.6,0.2,1.0,1.0,6.2,13.1,0.59,0.476,0.571,5.2,7.4,6.3,6.9,2.4,1.5,16.0,22.2,0.0,0.1,0.1,0.068,-1.6,-1.1,-2.7,0.0,9
Haywood Highsmith,27.0,PF,66.0,26.0,20.7,2.3,5.0,0.465,1.2,2.9,0.396,1.2,2.1,0.562,0.581,0.3,0.5,0.639,1.0,2.2,3.2,1.1,0.8,0.5,0.5,1.8,6.1,11.1,0.587,0.584,0.109,5.3,12.1,8.7,7.2,1.9,2.1,9.0,12.4,1.1,1.9,3.1,0.108,-1.8,1.1,-0.7,0.5,2
Vit Krejci,23.0,PG,22.0,14.0,24.6,2.3,4.7,0.49,1.3,3.1,0.412,1.0,1.6,0.639,0.625,0.2,0.3,0.833,0.5,1.9,2.4,2.3,0.6,0.3,0.9,2.2,6.1,8.4,0.633,0.654,0.058,2.1,8.6,5.2,11.6,1.2,1.0,15.8,9.8,0.5,0.1,0.6,0.056,-3.3,-0.4,-3.7,-0.2,2
Kris Murray,23.0,SF,62.0,29.0,21.7,2.3,5.9,0.396,0.8,3.0,0.268,1.5,3.0,0.525,0.463,0.6,0.9,0.661,1.4,2.2,3.6,1.3,0.9,0.3,0.9,1.5,6.1,9.0,0.481,0.5,0.153,6.7,12.3,9.3,8.4,1.9,1.4,12.3,14.1,-0.4,1.0,0.7,0.024,-3.5,-0.2,-3.6,-0.6,7
Ben Simmons,27.0,PG,15.0,12.0,23.9,2.9,4.9,0.581,0.0,0.0,,2.9,4.9,0.581,0.581,0.4,1.0,0.4,2.1,5.9,7.9,5.7,0.8,0.6,1.8,2.4,6.1,16.3,0.571,0.0,0.203,9.2,27.6,18.1,33.2,1.7,2.3,25.1,13.0,0.5,0.5,1.0,0.133,-0.5,2.9,2.4,0.4,25
Zavier Simpson,26.0,PG,7.0,0.0,23.0,2.4,7.7,0.315,0.7,2.4,0.294,1.7,5.3,0.324,0.361,0.4,0.6,0.75,0.6,2.3,2.9,3.6,1.0,0.4,1.4,1.6,6.0,6.3,0.377,0.315,0.074,2.6,11.3,6.8,22.5,2.1,1.7,15.2,17.5,-0.3,0.2,-0.2,-0.046,-6.2,0.3,-5.9,-0.2,7
Justin Champagnie,22.0,SF,15.0,1.0,15.7,2.1,5.2,0.41,0.9,3.0,0.289,1.3,2.2,0.576,0.494,0.8,1.0,0.8,1.3,2.3,3.5,1.3,0.7,0.6,0.7,0.9,5.9,13.6,0.526,0.577,0.192,8.5,15.8,12.1,10.7,2.0,3.1,10.6,17.0,0.1,0.2,0.3,0.058,-1.1,-0.8,-1.8,0.0,7
Nick Smith Jr.,19.0,SG,51.0,0.0,14.3,2.2,5.7,0.391,1.2,2.9,0.432,1.0,2.8,0.35,0.5,0.3,0.3,0.867,0.4,1.1,1.4,1.2,0.2,0.1,0.8,1.1,5.9,8.1,0.511,0.505,0.052,2.7,8.6,5.5,12.0,0.7,0.9,11.7,20.3,-0.6,0.1,-0.5,-0.036,-3.1,-2.8,-5.9,-0.7,16
Noah Clowney,19.0,PF,23.0,4.0,16.1,2.2,4.0,0.538,0.5,1.4,0.364,1.7,2.6,0.633,0.602,0.9,1.3,0.7,1.1,2.4,3.5,0.8,0.3,0.7,0.7,1.1,5.8,14.2,0.626,0.355,0.323,7.5,16.7,12.0,6.9,1.1,3.9,12.4,14.2,0.5,0.4,0.9,0.111,-0.8,0.1,-0.7,0.1,17
Dyson Daniels,20.0,PG,61.0,16.0,22.3,2.3,5.1,0.447,0.7,2.2,0.311,1.6,2.9,0.551,0.514,0.6,0.9,0.642,1.0,2.9,3.9,2.7,1.4,0.4,1.0,1.7,5.8,12.0,0.529,0.434,0.17,5.1,14.1,9.7,15.4,3.1,1.8,15.0,12.6,0.7,2.2,2.9,0.103,-1.9,2.5,0.6,0.9,23
Thomas Bryant,26.0,C,38.0,4.0,11.6,2.3,3.9,0.577,0.1,0.6,0.182,2.2,3.3,0.646,0.591,1.1,1.2,0.872,1.1,2.7,3.7,0.6,0.3,0.4,0.6,1.2,5.7,19.0,0.639,0.148,0.315,10.2,26.2,18.1,8.3,1.1,3.5,11.0,19.3,0.9,0.8,1.6,0.177,-0.6,0.2,-0.4,0.2,26
Torrey Craig,33.0,SF,53.0,14.0,19.8,2.0,4.7,0.43,1.1,2.9,0.392,0.9,1.8,0.49,0.55,0.5,0.7,0.75,1.3,2.8,4.1,1.1,0.6,0.4,0.6,2.1,5.7,10.8,0.568,0.61,0.143,7.2,16.1,11.6,7.3,1.4,2.1,10.7,12.5,1.0,0.9,1.9,0.087,-1.8,-0.2,-2.0,0.0,2
Larry Nance Jr.,31.0,C,61.0,0.0,19.9,2.3,4.0,0.573,0.4,1.1,0.415,1.8,2.9,0.631,0.629,0.8,1.0,0.77,1.5,3.5,5.0,1.9,1.0,0.3,0.8,1.6,5.7,14.9,0.653,0.27,0.253,8.7,19.3,14.1,12.1,2.5,1.5,15.5,11.3,2.1,1.9,4.1,0.16,-0.2,2.2,2.0,1.2,3
Pat Connaughton,31.0,SF,76.0,3.0,22.1,2.0,4.6,0.435,1.1,3.1,0.345,0.9,1.4,0.633,0.553,0.6,0.8,0.759,0.7,2.5,3.1,2.1,0.5,0.3,0.6,1.3,5.6,9.6,0.574,0.686,0.167,3.4,12.0,7.8,12.0,1.1,1.0,11.6,10.9,1.6,1.2,2.8,0.08,-1.6,0.0,-1.6,0.2,2
Craig Porter Jr.,23.0,PG,51.0,6.0,12.7,2.3,4.5,0.509,0.2,0.7,0.353,2.0,3.8,0.536,0.535,0.8,1.1,0.732,0.4,1.7,2.1,2.3,0.4,0.3,0.9,0.8,5.6,15.4,0.564,0.149,0.246,3.7,15.1,9.4,26.5,1.6,2.1,15.1,20.2,0.6,0.9,1.5,0.108,-0.6,1.1,0.5,0.4,17
Mitchell Robinson,25.0,C,31.0,21.0,24.8,2.4,4.1,0.575,0.0,0.0,,2.4,4.1,0.575,0.575,0.9,2.1,0.409,4.6,3.9,8.5,0.6,1.2,1.1,0.8,1.8,5.6,16.1,0.554,0.0,0.52,20.7,17.7,19.2,3.1,2.4,4.3,13.8,10.2,1.2,1.3,2.5,0.155,-0.3,0.4,0.0,0.4,25
Dexter Dennis,24.0,SG,4.0,0.0,7.5,2.5,4.8,0.526,0.3,2.0,0.125,2.3,2.8,0.818,0.553,0.3,0.8,0.333,0.3,2.0,2.3,1.0,0.0,0.3,0.8,0.3,5.5,18.3,0.541,0.421,0.158,3.7,29.0,16.4,23.7,0.0,2.9,12.9,33.3,0.0,0.0,0.0,0.004,1.7,-0.1,1.7,0.0,26
Gary Payton II,31.0,SG,44.0,0.0,15.5,2.3,4.2,0.563,0.5,1.3,0.364,1.9,2.9,0.648,0.617,0.3,0.5,0.609,1.0,1.5,2.6,1.1,0.9,0.4,0.6,1.8,5.5,13.9,0.621,0.301,0.126,7.4,10.5,9.0,9.4,2.8,2.4,12.3,13.6,0.9,0.9,1.8,0.125,-1.3,2.2,0.9,0.5,3
